class-name,perception,LOC,C3,CBO,MPC,RFC,WMC,Readability,Avg-commit-size,number-changes,number-committors,persistance,number-fixes,avg.dev.scattering,NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,NOC_type,LCOM5_type,WOC_type,WMCNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,isStatic_type,NOPA_type,number_private_visibility_attributes,number_protected_visibility_attributes,number_package_visibility_attributes,num_final_attributes,num_static_attributes,num_final_static_attributes,num_not_final_not_static_attributes,num_final_not_static_attributes,num_static_not_final_attributes,number_public_visibility_methods,number_private_visibility_methods,number_protected_visibility_methods,number_package_visibility_methods,number_final_methods,number_abstract_methods,number_not_abstract_not_final_methods,number_static_methods,number_final_static_methods,number_final_not_static_methods,number_not_final_static_methods,number_not_final_not_static_methods,number_standard_design_methods,number_constructor_DefaultConstructor_methods,number_constructor_NotDefaultConstructor_methods,is_controller,is_procedural,is_test,is_util,is_external,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,NOPK_project
org.apache.jena.graph.test.TestTypedLiterals,MEDIUM,3048,0.22,18,0.58,6,41,0.31,11,157,4,3,10,0.65,1,7,1,55,3,32,3,48,46,13,2,2214,2128,3,0.326797,0,0.961755,0.392857,255,50,400,1,12877,545,0,15,23,8,0,17,17,17,29,0,0,13,35,7,0,0,0,55,0,0,0,0,55,46,0,2,FALSE,FALSE,TRUE,FALSE,FALSE,426,16,1879,1530,33431,22
org.apache.jena.iri.impl.LexerHost,MEDIUM,1647,0.33,7,0.83,11,35,0.34,8,52,5,4,11,0.87,0,5,1,24,3,0,2,19,11,13,2,1231,1166,4,0.300725,0,0.901186,0.384615,133,50,400,1,12877,545,0,3,0,4,4,3,3,3,8,0,0,11,0,14,0,2,0,23,0,0,2,0,23,19,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,426,16,1879,1530,33431,22
org.apache.jena.iri.impl.LexerPath,MEDIUM,2883,0.25,20,0.74,5,42,0.34,3,105,5,1,17,0.69,1,5,0,11,0,0,0,6,6,0,1,121,83,0,0.177778,0,0.9,1,8,50,400,1,12877,545,0,0,2,0,4,0,0,0,6,0,0,1,0,0,10,0,0,11,0,0,0,0,11,5,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,426,16,1879,1530,33431,22
org.apache.jena.iri.impl.LexerQuery,MEDIUM,1842,0.22,18,0.67,11,51,0.26,9,70,4,3,15,0.83,1,3,0,50,3,44,3,47,50,13,2,2044,2022,8,0.35,0,0.963673,0.318182,216,50,400,1,12877,545,0,12,25,13,0,14,14,14,36,0,0,10,33,7,0,0,0,50,0,0,0,0,50,46,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,426,16,1879,1530,33431,22
org.apache.jena.iri.impl.LexerScheme,MEDIUM,3557,0.09,21,0.57,9,45,0.31,11,92,3,2,12,0.58,0,8,0,9,0,0,0,1,4,0,1,75,11,0,0.142857,0,0.875,0.111111,1,22,94,0,3009,112,1,0,0,4,0,0,0,0,4,0,0,9,0,0,0,0,0,9,0,0,0,0,9,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,426,16,1879,1530,33431,22
org.apache.jena.iri.impl.LexerUserinfo,MEDIUM,3414,0.29,14,0.55,7,36,0.25,3,174,5,3,7,0.56,0,0,0,2,0,0,1,2,7,7,2,129,129,2,1,0,1,0.285714,26,9,18,0,348,18,0,5,2,0,0,5,5,5,2,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,485,19,2169,1864,34855,37
org.apache.jena.iri.impl.LexerXHost,MEDIUM,1762,0.33,12,0.79,9,47,0.26,12,179,5,1,12,0.68,0,3,0,5,0,0,1,2,19,0,1,120,83,0,0,0,1,0.095238,2,1,3,1,132,6,0,16,3,0,0,16,16,16,3,0,0,5,0,0,0,0,0,5,0,0,0,0,5,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,485,19,2169,1864,34855,37
org.apache.jena.iri.IRIFactory,MEDIUM,1797,0.34,21,0.82,9,39,0.26,2,53,7,2,17,0.62,0,13,0,15,0,0,0,2,7,0,1,97,17,0,0.089744,0,0.928571,0.133333,2,6,21,0,758,39,0,0,7,0,0,0,0,0,7,0,0,15,0,0,0,0,0,15,0,0,0,0,15,0,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,485,19,2169,1864,34855,37
org.apache.jena.iri.ViolationCodes,MEDIUM,3678,0.38,7,0.7,9,51,0.3,2,46,6,2,11,0.66,0,5,0,8,0,0,0,3,3,0,1,47,17,0,0.2,0,0.857143,0,3,6,21,0,758,39,0,0,3,0,0,0,0,0,3,0,0,0,0,0,8,0,0,8,0,0,0,0,8,1,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,485,19,2169,1864,34855,37
org.apache.jena.jdbc.connections.AbstractJenaConnectionTests,MEDIUM,2742,0.14,15,0.63,11,64,0.34,3,158,5,3,15,0.73,0,0,0,72,0,12,53,72,33,0,1,1550,1550,67,0.154327,0,0.970951,0.847222,193,30,326,3,7907,389,0,11,22,0,0,5,33,5,0,0,28,61,7,0,4,2,0,70,72,2,0,70,0,72,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,485,19,2169,1864,34855,37
org.apache.jena.jdbc.connections.JenaConnection,MEDIUM,3421,0.29,14,0.7,10,37,0.3,4,99,4,2,12,0.63,1,2,1,40,0,14,12,38,22,0,1,1127,1100,34,0.426743,0,0.963869,0.727273,162,3,46,0,1238,49,0,5,5,12,0,8,7,7,14,1,0,17,1,22,0,0,0,40,0,0,0,0,40,37,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,280,36,2923,2438,52319,44
org.apache.jena.jdbc.JenaDriver,MEDIUM,1837,0.24,11,0.61,5,58,0.28,7,141,7,3,9,0.64,1,0,0,3,0,1,0,3,0,0,1,29,29,0,0,?,0,?,7,3,46,0,1238,49,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,4,0,0,0,0,4,3,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,280,36,2923,2438,52319,44
org.apache.jena.jdbc.metadata.JenaMetadata,MEDIUM,1790,0.32,20,0.84,8,50,0.34,3,138,5,4,16,0.74,1,6,0,6,0,0,0,0,3,0,1,61,19,0,0.2,0,0.8,0,0,71,469,7,12094,560,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,280,36,2923,2438,52319,44
org.apache.jena.jdbc.metadata.results.MetaResultSet,MEDIUM,2764,0.26,15,0.59,6,35,0.27,4,108,6,1,12,0.6,2,39,46,157,?,43,69,118,39,?,1,3877,3392,181,0.24011,2,0.989645,?,377,71,469,7,12094,560,0,0,22,17,0,6,6,5,32,1,1,91,4,62,0,0,2,155,0,0,0,0,157,118,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,280,36,2923,2438,52319,44
org.apache.jena.jdbc.results.AbstractResultSetTests,MEDIUM,981,0.61,6,0.84,9,27,0.26,6,144,3,1,6,0.41,2,4,0,31,2,3,1,27,28,0,1,1399,1357,1,0.278325,1,0.92619,0.75,325,36,462,9,12436,596,0,0,3,25,0,14,14,14,14,0,0,12,1,18,0,0,0,31,1,0,0,1,30,26,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,280,36,2923,2438,52319,44
org.apache.jena.jdbc.results.JenaResultSet,MEDIUM,884,0.48,4,0.77,6,14,0.31,4,148,6,2,7,0.45,1,3,0,21,0,38,27,18,63,0,1,1381,1277,60,0.4,0,0.986508,0.140845,148,15,266,0,5065,282,0,59,4,0,0,60,59,59,3,1,0,12,8,1,0,0,0,21,1,0,0,1,20,15,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,280,36,2923,2438,52319,44
org.apache.jena.jdbc.statements.AbstractJenaStatementTests,MEDIUM,804,0.36,3,0.71,8,28,0.28,6,91,3,2,3,0.4,0,4,0,9,1,0,0,5,35,0,1,177,161,0,0.535714,0,0.953571,0.217391,26,8,30,1,1005,38,0,14,2,19,0,19,21,19,14,0,2,9,0,0,0,0,0,9,1,0,0,1,8,4,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,297,25,2742,2257,38451,33
org.apache.jena.jdbc.statements.JenaPreparedStatement,MEDIUM,1091,0.36,6,0.85,5,25,0.27,12,151,4,1,3,0.4,0,4,0,6,0,1,3,2,2,4,2,36,24,3,0.6,0,0.6,0.2,2,48,197,1,3877,376,0,0,0,2,0,0,0,0,2,0,0,5,0,1,0,0,0,6,0,0,0,0,6,1,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,297,25,2742,2257,38451,33
org.apache.jena.jdbc.statements.JenaStatement,MEDIUM,957,0.4,5,0.63,8,21,0.27,7,41,4,4,3,0.3,0,6,0,7,0,0,0,1,3,0,1,21,3,0,0.2,0,0.833333,0.142857,1,48,197,1,3877,376,1,0,0,3,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,297,25,2742,2257,38451,33
org.apache.jena.ontology.impl.OntClassImpl,MEDIUM,919,0.27,3,0.78,10,31,0.29,12,168,4,4,3,0.32,0,6,0,7,0,0,0,1,3,0,1,20,2,0,0.2,0,0.666667,0.142857,1,48,197,1,3877,376,1,0,0,3,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,297,25,2742,2257,38451,33
org.apache.jena.ontology.impl.OntModelImpl,MEDIUM,864,0.31,4,0.78,9,31,0.28,2,101,3,2,3,0.33,0,0,0,1,0,0,0,1,6,0,1,16,16,0,1,0,0,0,1,12,139,0,2723,147,1,6,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,297,25,2742,2257,38451,33
org.apache.jena.ontology.impl.OntPropertyImpl,MEDIUM,1088,0.53,6,0.55,9,21,0.32,7,99,6,3,6,0.23,0,0,0,1,0,0,4,1,6,0,1,71,71,4,1,0,0,0,1,13,58,0,3667,65,0,6,0,0,0,6,6,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,297,25,2742,2257,38451,33
org.apache.jena.ontology.impl.OntResourceImpl,MEDIUM,1008,0.27,3,0.69,9,31,0.28,4,80,4,1,5,0.27,0,0,0,8,0,0,1,8,3,0,1,269,269,1,1,0,0.857143,1,24,1,8,0,269,8,0,0,0,3,0,2,3,2,0,0,1,4,5,0,0,3,0,6,2,1,2,1,5,8,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,388,47,2957,2678,55590,33
org.apache.jena.ontology.impl.TestClassExpression,SEVERE,3192,0.15,14,0.77,8,63,0.28,6,151,5,3,15,0.58,0,0,0,2,0,0,1,2,3,0,1,26,26,2,1,0,0.5,1,2,30,106,4,993,111,1,0,0,0,3,0,0,0,3,0,0,1,0,0,1,0,0,2,0,0,0,0,2,1,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,91,9,585,567,8432,3
org.apache.jena.ontology.impl.TestOntModel,SEVERE,3401,0.13,13,0.82,10,51,0.32,7,154,5,1,8,0.79,0,4,0,11,1,0,0,7,4,0,1,107,67,0,0.418182,0,0.8,0.636364,7,30,106,4,993,111,0,0,0,0,4,0,0,0,4,0,0,11,0,0,1,0,0,12,0,0,0,0,12,7,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,91,9,585,567,8432,3
org.apache.jena.ontology.impl.TestResource,SEVERE,3062,0.28,10,0.63,11,41,0.31,10,61,6,3,6,0.57,0,0,1,4,1,0,4,4,5,14,2,166,166,4,0.5,0,0.6,1,10,7,34,0,713,36,0,0,5,0,0,1,1,1,4,0,0,2,0,2,0,0,0,4,0,0,0,0,4,4,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,66,10,629,479,11929,13
org.apache.jena.ontology.Profile,MEDIUM,976,0.39,7,0.55,5,25,0.33,6,57,6,1,3,0.39,1,2,0,11,?,0,0,9,1,?,1,382,337,0,0,2,1,?,41,1,9,0,382,11,0,0,0,1,0,0,0,0,1,0,0,8,1,2,0,0,2,9,1,0,0,1,10,8,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,405,36,2714,2245,69144,40
org.apache.jena.permissions.impl.SecuredItemImpl,MEDIUM,820,0.22,3,0.88,10,30,0.28,2,179,4,2,6,0.52,0,13,0,15,0,2,2,2,6,0,1,175,34,1,0.090909,0,0.928571,0.142857,2,9,58,0,1713,72,0,0,6,0,0,0,0,0,6,0,0,14,1,0,0,0,0,15,0,0,0,0,15,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,405,36,2714,2245,69144,40
org.apache.jena.permissions.model.impl.SecuredModelImpl,MEDIUM,951,0.35,3,0.59,5,29,0.27,5,194,4,2,7,0.39,0,0,2,25,2,17,13,25,52,4,2,1157,1157,31,0.25,0,0.969551,0.380952,119,12,67,1,2003,73,0,13,39,0,0,28,32,28,20,0,4,8,17,0,0,4,0,21,8,4,0,4,17,25,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,405,36,2714,2245,69144,40
org.apache.jena.permissions.model.impl.SecuredRDFListImpl,MEDIUM,995,0.58,4,0.55,7,14,0.3,8,54,5,4,4,0.23,0,4,0,5,0,0,0,1,4,0,1,35,11,0,0,0,1,0.2,1,12,67,1,2003,73,0,0,4,0,0,0,0,0,4,0,0,5,0,0,0,0,0,5,0,0,0,0,5,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,405,36,2714,2245,69144,40
org.apache.jena.permissions.model.impl.SecuredResourceImpl,MEDIUM,811,0.34,3,0.67,5,22,0.28,12,150,3,2,4,0.33,0,1,1,62,0,33,22,61,69,15,2,2958,2937,48,0.333333,0,0.980993,0.375,388,11,115,1,4599,128,0,10,43,14,2,32,34,32,35,0,2,6,52,4,0,1,0,61,8,1,0,7,54,60,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,405,36,2714,2245,69144,40
org.apache.jena.permissions.model.SecuredModel,MEDIUM,847,0.43,4,0.72,6,20,0.25,7,98,7,2,6,0.29,0,10,0,10,0,0,0,0,5,0,1,109,109,0,0.111111,0,0.888889,0,0,7,32,0,1457,56,0,0,5,0,0,0,0,0,5,0,0,11,0,0,0,0,0,11,0,0,0,0,11,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,405,36,2714,2245,69144,40
org.apache.jena.permissions.model.SecuredModelTest,MEDIUM,835,0.58,4,0.67,7,17,0.31,2,132,6,3,7,0.23,1,12,2,26,0,10,4,14,17,0,1,1184,953,13,0.286765,0,0.941176,0.266667,97,12,46,1,2496,76,0,0,1,16,0,0,1,0,16,0,1,15,8,3,0,0,0,26,0,0,0,0,26,13,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,399,23,2996,2349,53577,32
org.apache.jena.permissions.model.SecuredRDFListTest,MEDIUM,1047,0.33,4,0.87,6,14,0.29,10,157,4,1,5,0.41,0,6,0,7,1,0,0,1,3,0,1,44,14,0,0.238095,0,0.777778,0.142857,1,9,30,0,710,43,0,0,3,0,0,0,0,0,3,0,0,8,0,0,0,0,0,8,0,0,0,0,8,1,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,399,23,2996,2349,53577,32
org.apache.jena.permissions.model.SecuredSeqTest,MEDIUM,851,0.54,4,0.7,8,17,0.3,6,77,4,4,3,0.47,2,3,0,45,2,28,9,42,37,516,4,1065,1033,38,0.252439,0,0.935065,0.806452,196,45,839,12,16067,1014,0,4,0,33,0,0,3,0,34,0,3,27,3,14,1,0,0,45,0,0,0,0,45,41,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,399,23,2996,2349,53577,32
org.apache.jena.rdf.model.impl.ModelCom,SEVERE,1436,0.22,17,0.71,7,59,0.34,7,77,3,4,16,0.64,1,0,0,1,0,2,1,1,0,0,1,34,34,1,1,?,0,?,6,7,34,0,713,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,66,10,629,479,11929,13
org.apache.jena.rdf.model.impl.RDFListImpl,SEVERE,3622,0.24,11,0.7,9,37,0.26,3,181,3,3,8,0.84,3,9,7,63,?,3,5,54,23,?,2,2005,1910,11,0.383503,3,0.953717,?,233,11,101,0,2259,113,0,2,4,17,0,9,6,6,14,3,0,34,10,19,0,4,4,55,1,0,4,1,58,50,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,66,10,629,479,11929,13
org.apache.jena.rdf.model.Model,SEVERE,2181,0.21,21,0.85,5,30,0.25,6,209,5,3,18,0.8,1,7,0,16,1,0,0,9,7,0,1,175,105,0,0.2,0,0.866667,0.5625,9,4,32,0,659,53,0,0,7,0,0,0,0,0,7,0,0,16,0,0,0,0,0,16,0,0,0,0,16,8,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,66,10,629,479,11929,13
org.apache.jena.rdf.model.ModelCon,SEVERE,3530,0.38,12,0.87,7,36,0.26,12,79,6,4,9,0.57,0,0,0,1,0,0,0,1,6,0,1,38,38,0,1,0,0,0,1,11,31,4,509,45,0,6,0,0,0,6,6,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,66,10,629,479,11929,13
org.apache.jena.rdf.model.test.TestSeqMethods,MEDIUM,959,0.39,4,0.82,7,19,0.25,3,50,5,4,7,0.34,2,38,2,139,0,9,17,101,28,0,1,2907,2435,70,0.308466,2,0.975845,0.669565,436,45,839,12,16067,1014,0,0,0,28,0,0,0,0,28,0,0,115,3,21,0,0,0,139,2,0,0,2,137,97,0,4,FALSE,FALSE,TRUE,FALSE,FALSE,399,23,2996,2349,53577,32
org.apache.jena.rdfxml.xmlinput.NTriple,SEVERE,2357,0.11,13,0.83,9,36,0.26,5,161,6,3,12,0.81,0,0,1,11,0,0,1,11,1,0,1,146,146,1,0.622222,1,0.3,1,17,3,16,0,197,16,0,0,1,0,0,0,0,0,1,0,0,10,0,0,1,9,0,2,0,0,9,0,2,10,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,66,8,641,438,8425,14
org.apache.jena.rdfxml.xmlinput.WGTestSuite,SEVERE,2154,0.31,18,0.7,9,39,0.26,9,157,7,2,17,0.88,1,0,0,1,0,0,0,1,0,0,1,42,42,0,1,0,0,1,7,3,16,0,197,16,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,2,1,1,0,TRUE,FALSE,TRUE,FALSE,FALSE,66,8,641,438,8425,14
org.apache.jena.rdfxml.xmloutput.impl.BaseXMLWriter,SEVERE,2653,0.33,11,0.63,5,42,0.27,12,48,7,3,11,0.76,0,0,0,4,?,0,2,4,4,?,2,51,51,4,0,1,1,?,11,3,16,0,197,16,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,1,2,1,0,0,1,0,3,3,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,66,8,641,438,8425,14
org.apache.jena.rdfxml.xmloutput.impl.Unparser,SEVERE,1417,0.14,14,0.87,11,62,0.25,12,176,4,1,13,0.82,0,9,0,12,1,0,1,3,7,0,1,164,79,0,0.30303,0,0.857143,0.25,11,6,47,1,762,77,0,0,7,0,0,0,2,0,5,0,2,13,0,0,0,0,0,13,0,0,0,0,13,3,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,66,8,641,438,8425,14
org.apache.jena.reasoner.rulesys.FBRuleInfGraph,SEVERE,3510,0.2,18,0.79,10,39,0.26,6,191,4,1,14,0.7,0,8,0,15,1,0,0,7,4,0,1,97,49,0,0.461538,0,0.732143,0.428571,7,1,7,0,97,15,0,0,4,0,0,0,0,0,4,0,0,14,0,1,0,0,0,15,0,0,0,0,15,5,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,66,8,641,438,8425,14
org.apache.jena.reasoner.rulesys.impl.FRuleEngine,SEVERE,2734,0.29,12,0.56,8,31,0.26,9,106,4,3,16,0.63,0,1,0,7,0,11,12,6,5,0,1,321,306,20,0.2,0,0.866667,0.75,48,14,112,4,2893,139,0,0,5,0,0,0,0,0,5,0,0,4,1,2,0,3,0,4,1,1,2,0,4,5,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,66,8,641,438,8425,14
org.apache.jena.reasoner.rulesys.impl.LPInterpreter,MEDIUM,1113,0.34,3,0.68,9,20,0.3,4,201,5,3,4,0.32,0,17,0,18,0,0,0,1,9,0,1,179,43,0,0.058824,0,0.947712,0.055556,1,4,39,0,2335,117,0,0,0,9,0,0,0,0,9,0,0,18,0,0,0,0,0,18,0,0,0,0,18,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,399,23,2996,2349,53577,32
org.apache.jena.reasoner.rulesys.impl.RuleClauseCode,MEDIUM,857,0.5,6,0.88,7,25,0.25,11,206,4,1,7,0.4,1,2,0,7,2,0,2,5,2,11,2,98,68,4,1,0,0.666667,0.6,6,9,50,0,1207,69,0,0,1,0,1,1,1,1,1,0,0,5,0,0,2,0,0,7,0,0,0,0,7,2,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,515,79,3790,3254,68929,48
org.apache.jena.reasoner.rulesys.Rule,SEVERE,2300,0.33,17,0.81,10,61,0.25,12,44,6,4,12,0.69,0,0,2,9,0,1,4,9,5,0,1,200,200,2,1,0,0.825,1,20,14,26,0,817,116,0,0,5,0,0,2,2,2,3,0,0,6,3,0,0,0,0,9,2,0,0,2,7,8,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,153,16,689,510,8378,3
org.apache.jena.reasoner.rulesys.test.TestBackchainer,MEDIUM,881,0.23,7,0.66,9,16,0.3,8,63,6,4,4,0.44,0,0,0,2,0,0,0,2,0,0,1,44,44,0,0,0,0,1,3,9,50,0,1207,69,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,2,0,2,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,515,79,3790,3254,68929,48
org.apache.jena.reasoner.rulesys.test.TestBasicLP,MEDIUM,1110,0.3,7,0.8,6,25,0.3,8,195,7,4,3,0.25,2,2,0,5,0,1,1,3,2,0,1,26,15,1,0.2,0,0.75,0.6,4,4,12,0,87,17,0,0,0,0,2,0,0,0,2,0,0,5,0,0,0,0,0,5,0,0,0,0,5,3,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,795,87,4165,3476,25691,108
org.apache.jena.reasoner.rulesys.test.TestBugs,MEDIUM,880,0.42,3,0.66,5,30,0.27,4,174,7,3,6,0.55,1,0,1,7,0,0,1,7,0,0,1,44,44,1,0,0,0,1,9,4,12,0,87,17,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,7,7,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,795,87,4165,3476,25691,108
org.apache.jena.reasoner.rulesys.test.TestFBRules,MEDIUM,825,0.43,5,0.8,10,24,0.27,5,85,3,1,5,0.28,1,7,0,8,0,0,0,1,4,0,1,32,32,0,0.142857,0,0.857143,0.125,1,31,23,3,423,87,0,0,4,0,0,0,0,0,4,0,0,8,0,0,0,0,0,8,0,0,0,0,8,1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,795,87,4165,3476,25691,108
org.apache.jena.reasoner.transitiveReasoner.TransitiveGraphCache,MEDIUM,941,0.31,5,0.65,7,24,0.28,5,144,3,2,3,0.36,0,6,0,6,0,0,0,0,3,0,1,24,24,0,0.2,1,0.8,0,0,31,23,3,423,87,1,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,795,87,4165,3476,25691,108
org.apache.jena.tdb.index.bplustree.BPTreeNode,MEDIUM,857,0.61,6,0.57,8,23,0.25,3,127,5,1,6,0.26,0,6,0,6,0,0,0,0,3,0,1,25,25,0,0.2,0,0.8,0,0,128,327,0,1934,410,1,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,795,87,4165,3476,25691,108
org.apache.lucene.dependencies.GetMavenDependenciesTask,MEDIUM,803,0.29,4,0.57,5,25,0.26,8,175,5,1,7,0.46,0,6,0,7,0,0,0,1,3,0,1,29,29,0,0.2,0,0.833333,0.142857,1,128,327,0,1934,410,1,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,795,87,4165,3476,25691,108
org.apache.lucene.search.suggest.analyzing.AnalyzingInfixSuggester,MEDIUM,993,0.34,3,0.81,11,23,0.3,8,132,5,4,5,0.51,0,6,0,6,0,0,0,0,3,0,1,24,24,0,0.2,0,0.8,0,0,11,16,0,210,49,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,795,87,4165,3476,25691,108
org.apache.lucene.search.suggest.analyzing.AnalyzingInfixSuggesterTest,MEDIUM,995,0.22,4,0.71,9,16,0.29,5,200,4,4,5,0.4,0,6,0,6,0,0,0,0,3,0,1,23,23,0,0.2,0,0.8,0,0,11,16,0,210,49,0,0,3,0,0,0,0,0,3,0,0,6,0,0,0,0,0,6,0,0,0,0,6,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,795,87,4165,3476,25691,108
