perception,LOC,C3,CBO,MPC,RFC,WMC,Readability,Avg-commit-size,number-changes,number-committors,persistance,number-fixes,avg.dev.scattering,NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOCNAMM_type,CFNAMM_type,TCC_type,NOC_type,LCOM5_type,WOC_type,WMCNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,isStatic_type,NOPA_type,number_private_visibility_attributes,number_protected_visibility_attributes,number_package_visibility_attributes,num_final_attributes,num_static_attributes,num_final_static_attributes,num_not_final_not_static_attributes,num_final_not_static_attributes,num_static_not_final_attributes,number_public_visibility_methods,number_private_visibility_methods,number_protected_visibility_methods,number_package_visibility_methods,number_final_methods,number_abstract_methods,number_not_abstract_not_final_methods,number_static_methods,number_final_static_methods,number_final_not_static_methods,number_not_final_static_methods,number_not_final_not_static_methods,number_standard_design_methods,number_constructor_DefaultConstructor_methods,number_constructor_NotDefaultConstructor_methods,is_controller,is_procedural,is_test,is_util,is_external
MEDIUM,932,0.74,3,0.54,4,14,0.73,6,8,6,3,6,0.17,0,8,0,9,0,0,1,1,8,0,1,10,2,0,0,1,0.111111,3,6,64,0,1401,74,0,0,8,0,0,0,0,0,8,0,0,9,0,0,0,0,0,9,0,0,0,0,9,0,0,1,TRUE,TRUE,FALSE,FALSE,FALSE
MEDIUM,932,0.46,7,0.55,9,26,0.46,7,42,5,2,17,0.43,2,24,0,27,0,0,0,3,13,0,1,11,0,0.04,0,0.961538,0.111111,3,31,350,5,6541,696,0,0,13,0,0,0,0,0,13,0,0,27,0,0,0,0,0,27,0,0,0,0,27,2,0,1,TRUE,FALSE,FALSE,TRUE,FALSE
MEDIUM,1092,0.46,6,0.45,8,34,0.37,7,15,5,4,9,0.4,2,12,0,13,0,0,0,1,6,0,1,7,0,0.090909,0,0.916667,0.076923,1,31,350,5,6541,696,0,0,6,0,0,0,0,0,6,0,0,13,0,0,0,0,0,13,0,0,0,0,13,0,0,1,TRUE,TRUE,FALSE,FALSE,FALSE
MEDIUM,1099,0.22,7,0.44,11,32,0.4,4,26,3,2,6,0.28,0,10,0,11,0,0,0,1,5,0,1,2,0,0.111111,0,0.9,0.090909,1,4,32,2,427,42,0,0,5,0,0,0,0,0,5,0,0,11,0,0,0,0,0,11,0,0,0,0,11,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,899,0.72,3,0.47,3,8,0.86,5,5,6,4,8,0.16,0,14,0,14,0,0,0,0,7,0,1,68,0,0.076923,0,0.923077,0,0,9,47,0,1185,109,0,0,7,0,0,0,0,0,7,0,0,15,0,0,0,0,0,15,0,0,0,0,15,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,942,0.48,5,0.47,5,27,0.47,3,20,7,3,8,0.46,0,14,0,14,0,0,0,0,7,0,1,68,0,0.076923,0,0.923077,0,0,7,14,0,516,56,0,0,7,0,0,0,0,0,7,0,0,15,0,0,0,0,0,15,0,0,0,0,15,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
NON-SEVERE,1048,0.69,3,0.46,1,18,0.7,2,8,3,4,18,0.18,0,8,0,8,0,0,0,0,4,0,1,47,0,0.142857,0,0.857143,0,0,14,26,0,817,116,0,0,4,0,0,0,0,0,4,0,0,9,0,0,0,0,0,9,0,0,0,0,9,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1073,0.74,4,0.47,3,17,0.81,7,5,3,1,6,0.19,0,12,0,14,0,1,5,2,8,16,3,108,5,0.121212,0,0.942308,0.142857,18,14,48,0,1803,162,0,0,8,0,0,1,2,1,6,0,1,14,0,0,0,0,0,14,0,0,0,0,14,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1051,0.37,4,0.48,11,25,0.45,10,39,6,4,14,0.3,0,0,0,9,0,36,23,9,4,0,1,429,57,0.642857,0,0.78125,1,50,21,165,0,9721,166,0,0,4,0,0,1,3,1,1,0,2,8,0,0,1,0,0,9,0,0,0,0,9,8,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
SEVERE,934,0.74,6,0.47,2,17,0.88,9,3,3,3,11,0.14,0,1,0,3,0,1,1,2,3,0,1,16,0,1,0,0.833333,0.666667,2,134,428,2,12585,454,1,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,3,1,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
SEVERE,1016,0.26,11,0.52,8,48,0.09,9,117,7,4,16,0.82,1,27,0,31,0,2,4,4,14,0,1,44,6,0.045977,0,0.959524,0.1,8,6,38,2,863,73,0,0,14,0,0,0,0,0,14,0,0,31,1,0,0,0,0,32,1,0,0,1,31,4,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
SEVERE,998,0.13,14,0.41,6,65,0.05,6,97,4,2,11,0.76,3,5,0,100,0,9,33,95,46,0,1,3446,103,0.500947,1,0.956083,0.94186,467,21,233,6,10160,347,0,0,1,45,0,2,3,2,43,0,1,86,0,14,0,30,0,70,7,0,30,7,63,93,0,2,TRUE,FALSE,FALSE,FALSE,FALSE
SEVERE,1024,0.23,20,0.5,11,70,0.04,3,81,3,2,15,0.55,11,16,1,60,0,39,33,44,34,520,5,1866,50,0.263645,0,0.955135,0.666667,271,324,1378,38,36313,1878,0,1,19,14,0,2,5,2,29,0,3,47,12,1,0,0,0,60,0,0,0,0,60,43,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,966,0.36,6,0.55,9,34,0.35,6,25,4,3,14,0.34,1,1,0,3,0,8,21,2,18,0,1,407,137,1,0,0.972222,0.666667,135,21,165,0,9721,166,0,0,13,5,0,2,2,1,15,1,1,3,0,0,0,0,0,3,0,0,0,0,3,1,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,958,0.66,6,0.48,9,31,0.47,5,14,6,3,8,0.35,0,4,0,4,0,0,0,0,2,0,1,0,0,0.333333,0,0.666667,0,0,22,492,7,6260,600,0,0,0,0,2,0,0,0,2,0,0,2,0,0,3,0,0,5,0,0,0,0,5,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1083,0.27,5,0.45,8,34,0.41,6,15,6,3,11,0.23,0,6,0,6,0,0,0,0,3,0,1,28,0,0.2,0,0.8,0,0,22,492,7,6260,600,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1066,0.62,7,0.46,8,28,0.45,4,16,6,4,8,0.28,0,0,0,1,0,0,0,1,17,0,1,69,0,1,0,0,0,1,11,431,1,3562,432,0,17,0,0,0,17,17,17,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1074,0.56,3,0.49,6,33,0.46,6,42,5,4,11,0.31,0,0,0,1,0,0,0,1,42,0,1,79,0,1,0,0,0,1,11,431,1,3562,432,0,42,0,0,0,42,42,42,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,898,0.61,5,0.5,7,32,0.35,8,20,6,2,8,0.41,0,14,0,14,0,0,0,0,7,0,1,59,0,0.076923,0,0.923077,0,0,32,426,20,5272,1009,0,0,7,0,0,0,0,0,7,0,0,15,0,0,0,0,0,15,0,0,0,0,15,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,986,0.41,3,0.54,6,24,0.38,2,25,4,4,13,0.28,0,42,0,42,0,0,0,0,26,0,1,204,0,0.02439,0,0.984991,0,0,32,426,20,5272,1009,0,5,21,0,0,5,5,5,21,0,0,43,0,0,0,0,0,43,0,0,0,0,43,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1098,0.21,4,0.52,5,34,0.38,9,15,3,2,15,0.5,0,14,0,14,0,0,0,0,7,0,1,59,0,0.076923,0,0.923077,0,0,32,426,20,5272,1009,0,0,7,0,0,0,0,0,7,0,0,14,0,0,0,0,0,14,0,0,0,0,14,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1086,0.2,7,0.48,5,32,0.46,7,28,5,2,11,0.3,1,4,0,7,1,0,0,3,15,0,1,68,0,0.2,0,1,0.176471,4,43,200,0,4916,206,0,10,5,0,0,11,11,11,4,0,0,7,0,0,0,0,0,7,1,0,0,1,6,2,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1027,0.51,5,0.49,9,33,0.38,3,19,7,2,12,0.38,4,1,1,52,?,13,19,51,37,?,6,1315,94,0.272727,1,0.966084,?,134,34,356,2,8244,383,0,11,6,19,1,18,23,18,14,0,5,22,18,11,1,0,6,46,1,0,0,1,51,50,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,921,0.74,4,0.42,3,18,0.84,9,4,6,1,6,0.14,0,0,3,1,0,0,5,1,11,536,6,117,7,1,0,0,0.083333,8,114,326,8,5423,440,0,11,0,0,0,7,10,7,1,0,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,TRUE,FALSE,FALSE,TRUE,FALSE
MEDIUM,941,0.62,3,0.41,6,27,0.49,2,26,3,2,7,0.26,0,8,0,9,0,0,8,1,9,0,1,7,8,0,0,1,0.111111,1,9,39,0,266,47,0,0,9,0,0,0,0,0,9,0,0,9,0,0,0,0,0,9,0,0,0,0,9,0,0,1,TRUE,TRUE,FALSE,FALSE,FALSE
NON-SEVERE,1050,0.36,10,0.43,5,41,0.05,3,171,3,2,8,0.77,0,6,0,8,0,0,0,2,4,0,1,11,0,0.142857,0,0.857143,0.25,2,14,26,0,817,116,0,0,4,0,0,0,0,0,4,0,0,9,0,0,0,0,0,9,0,0,0,0,9,2,1,0,FALSE,FALSE,TRUE,FALSE,FALSE
MEDIUM,931,0.41,7,0.45,5,22,0.49,2,18,3,3,18,0.42,1,6,0,7,0,0,1,1,6,0,1,11,4,0,0,1,0,1,13,115,4,1249,179,1,0,6,0,0,6,0,0,0,6,0,6,0,0,1,0,0,7,0,0,0,0,7,0,0,1,FALSE,FALSE,TRUE,TRUE,FALSE
NON-SEVERE,1040,0.17,19,0.53,5,40,0.02,4,200,4,1,18,0.83,0,16,0,16,0,0,0,0,8,0,1,91,0,0.066667,0,0.933333,0,0,14,26,0,817,116,0,0,8,0,0,0,0,0,8,0,0,17,0,0,0,0,0,17,0,0,0,0,17,0,1,0,FALSE,FALSE,TRUE,TRUE,FALSE
NON-SEVERE,924,0.69,4,0.53,1,18,0.7,4,10,7,3,8,0.1,0,0,0,5,0,0,2,5,0,45,6,29,2,0,0,0,1,5,26,159,0,2303,198,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,5,0,0,0,0,5,4,0,1,FALSE,FALSE,TRUE,FALSE,FALSE
NON-SEVERE,1044,0.42,3,0.51,7,32,0.39,3,16,7,2,6,0.37,1,1,0,7,1,2,2,6,1,44,6,38,4,1,0,0.166667,0.75,6,26,159,0,2303,198,0,0,1,0,0,0,0,0,1,0,0,4,0,3,0,0,0,7,0,0,0,0,7,5,0,1,FALSE,FALSE,TRUE,FALSE,FALSE
MEDIUM,931,0.48,7,0.41,6,24,0.35,3,14,5,1,15,0.37,0,4,0,7,0,0,1,3,8,0,1,35,0,0,0,1,0.2,3,50,372,17,3878,507,0,4,2,2,0,8,4,4,0,4,0,6,0,0,1,0,0,7,0,0,0,0,7,0,0,3,FALSE,FALSE,TRUE,FALSE,FALSE
NON-SEVERE,992,0.75,6,0.51,2,19,0.75,10,3,6,2,15,0.16,0,0,0,6,1,3,2,6,0,44,6,39,2,0,0,0,1,8,26,159,0,2303,198,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,0,6,5,0,1,FALSE,FALSE,TRUE,FALSE,FALSE
MEDIUM,1021,0.59,4,0.54,11,23,0.5,10,36,3,4,6,0.4,0,3,0,4,0,0,0,1,3,0,1,7,0,0,0,1,0.142857,1,23,118,4,1473,146,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,4,0,0,0,0,4,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE
NON-SEVERE,1077,0.26,7,0.42,7,50,0.06,10,64,3,1,12,0.63,2,0,0,66,0,0,0,66,5,51,2,1917,0,0.007519,0,0.996923,0.919355,785,18,408,4,12655,440,0,5,0,0,0,5,5,5,0,0,0,57,5,4,0,61,0,5,5,5,56,0,5,62,0,4,FALSE,FALSE,TRUE,FALSE,FALSE
MEDIUM,1073,0.34,4,0.51,5,22,0.37,2,21,5,3,18,0.47,1,5,4,45,1,28,32,40,26,8,2,1029,78,0.161905,0,0.957168,0.6,150,92,431,12,6097,576,0,4,22,0,0,5,6,5,20,0,1,16,29,0,0,1,0,44,0,0,1,0,44,39,0,1,FALSE,FALSE,TRUE,FALSE,FALSE
NON-SEVERE,918,0.73,6,0.48,1,11,0.8,9,4,6,4,9,0.12,1,0,2,7,0,13,6,7,6,0,1,301,8,0,0,1,1,48,7,41,1,928,41,0,0,0,0,6,0,0,0,6,0,0,4,3,0,0,0,0,7,0,0,0,0,7,6,0,1,FALSE,FALSE,TRUE,FALSE,FALSE
NON-SEVERE,995,0.18,10,0.54,6,46,0.1,6,56,3,2,18,0.75,0,0,0,2,0,0,0,2,0,15,3,8,0,1,0,0,1,2,7,41,1,928,41,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,2,FALSE,FALSE,TRUE,FALSE,FALSE
MEDIUM,1053,0.25,3,0.5,10,25,0.46,8,39,4,2,12,0.3,0,0,0,9,0,1,4,9,0,3,2,82,3,0,0,0,1,10,16,79,0,921,95,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,9,8,0,1,FALSE,FALSE,TRUE,FALSE,FALSE
MEDIUM,959,0.35,6,0.52,11,32,0.46,8,42,6,2,12,0.44,0,8,0,9,0,0,0,1,4,0,1,43,0,0.285714,0,0.875,0.111111,1,78,319,10,3615,375,0,0,4,0,0,0,0,0,4,0,0,9,0,0,0,0,0,9,0,0,0,0,9,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE
MEDIUM,953,0.44,5,0.49,6,28,0.35,3,33,3,1,8,0.23,1,4,0,8,0,0,0,4,4,0,1,20,0,0.333333,0,0.857143,0.5,5,16,74,3,1295,78,1,0,4,0,0,2,0,0,2,2,0,8,0,0,0,0,0,8,0,0,0,0,8,2,0,2,TRUE,FALSE,TRUE,FALSE,FALSE
MEDIUM,927,0.64,3,0.42,8,22,0.46,6,42,7,1,16,0.28,0,0,0,6,0,0,0,6,2,0,1,33,0,1,3,0.9,1,7,2,28,0,293,31,0,0,2,0,0,2,1,1,0,1,0,3,1,2,0,0,0,6,0,0,0,0,6,3,0,3,TRUE,FALSE,TRUE,FALSE,FALSE
MEDIUM,1054,0.32,4,0.47,8,22,0.4,3,15,7,3,9,0.33,0,3,0,5,0,0,0,2,7,0,1,41,0,0,0,1,0.222222,2,5,32,1,366,40,0,4,3,0,0,4,4,4,3,0,0,5,0,0,0,0,0,5,0,0,0,0,5,0,0,2,TRUE,FALSE,TRUE,FALSE,FALSE
NON-SEVERE,1032,0.33,10,0.53,11,72,0.04,3,192,3,3,17,0.6,0,0,0,2,0,0,0,2,0,2,2,12,0,0,0,0,1,4,7,41,1,928,41,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,2,1,0,FALSE,TRUE,TRUE,FALSE,FALSE
NON-SEVERE,979,0.45,6,0.44,9,27,0.47,5,24,4,3,15,0.25,1,0,3,22,0,25,15,22,4,0,1,603,21,0.333333,0,0.964286,1,114,7,41,1,928,41,0,0,0,0,4,0,2,0,2,0,2,4,18,0,0,0,0,22,0,0,0,0,22,21,0,1,FALSE,FALSE,TRUE,FALSE,FALSE
NON-SEVERE,937,0.7,4,0.55,3,20,0.84,7,2,5,2,10,0.19,1,2,9,33,0,29,28,31,36,531,6,1015,46,0.3,0,0.94184,1,68,153,385,0,6579,454,0,0,0,0,36,0,0,0,36,0,0,4,27,2,0,0,0,33,0,0,0,0,33,30,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
NON-SEVERE,926,0.71,7,0.46,3,13,0.73,10,6,5,2,18,0.1,0,0,0,1,0,0,0,1,4,0,1,38,0,1,0,0,0,1,2,5,0,71,5,0,4,0,0,0,4,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
NON-SEVERE,945,0.11,8,0.51,8,49,0.05,3,118,6,2,9,0.85,0,8,0,10,0,0,1,2,4,0,1,22,1,0.142857,0,0.888889,0,3,61,399,1,14229,466,0,0,4,0,0,0,0,0,4,0,0,4,0,0,6,0,0,10,0,0,0,0,10,0,0,2,TRUE,FALSE,FALSE,FALSE,FALSE
NON-SEVERE,1039,0.72,4,0.52,1,17,0.84,9,5,4,1,7,0.19,0,0,0,18,0,39,11,18,14,20,2,1172,20,0.461538,0,0.894958,1,238,61,399,1,14229,466,0,0,9,0,5,3,14,3,0,0,11,1,5,0,12,0,0,18,18,0,0,18,0,18,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
NON-SEVERE,977,0.07,17,0.5,6,40,0.11,3,90,7,4,10,0.67,0,7,0,9,1,0,1,2,4,8,2,30,1,0.166667,0,0.84375,0.222222,2,61,399,1,14229,466,0,0,4,0,0,0,0,0,4,0,0,9,0,0,0,0,0,9,0,0,0,0,9,2,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,892,0.57,6,0.49,10,29,0.36,3,37,7,1,9,0.53,0,7,0,8,0,0,0,1,7,0,1,12,0,0,0,1,0.125,1,3,11,0,224,24,0,0,7,0,0,0,0,0,7,0,0,8,0,0,0,0,0,8,0,0,0,0,8,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1068,0.66,5,0.47,5,34,0.36,9,38,3,1,7,0.25,0,3,0,5,0,3,2,2,4,43,3,40,4,0,0,1,0.222222,5,6,20,0,453,35,0,4,0,0,0,4,4,4,0,0,0,5,0,0,0,0,0,5,0,0,0,0,5,1,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,935,0.59,6,0.55,7,26,0.45,6,22,3,1,16,0.42,0,6,0,8,0,4,3,2,0,43,3,21,4,0,0,0,0.25,4,6,20,0,453,35,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,8,0,0,2,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,1091,0.46,4,0.42,11,24,0.47,8,27,5,1,9,0.36,0,20,0,25,1,2,1,5,11,0,1,114,2,0.202899,0,0.882576,0.192308,8,24,154,0,3513,212,0,1,10,0,0,1,1,1,10,0,0,25,0,0,0,0,0,25,1,0,0,1,24,4,0,1,TRUE,FALSE,FALSE,FALSE,FALSE
NON-SEVERE,1082,0.72,5,0.45,4,7,0.84,8,7,5,4,16,0.14,0,4,0,4,0,0,0,0,14,0,1,63,0,0.333333,0,1,0,0,61,399,1,14229,466,0,12,2,0,0,5,5,5,9,0,0,5,0,0,0,0,0,5,0,0,0,0,5,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
NON-SEVERE,966,0.75,6,0.55,2,20,0.7,10,10,3,3,16,0.17,2,0,2,17,?,3,7,17,10,?,7,571,19,0.363636,1,0.89375,?,45,33,165,1,3052,176,0,0,10,0,0,0,0,0,10,0,0,9,4,4,0,0,2,15,0,0,0,0,17,15,0,2,TRUE,FALSE,TRUE,FALSE,FALSE
NON-SEVERE,1076,0.72,7,0.55,3,17,0.79,8,9,3,1,7,0.2,0,0,0,2,0,2,2,2,2,574,6,66,2,1,0,1,1,8,33,165,1,3052,176,1,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,0,1,TRUE,FALSE,TRUE,FALSE,FALSE
NON-SEVERE,908,0.69,4,0.55,1,14,0.76,9,9,3,1,16,0.14,0,0,3,7,?,0,5,7,1,?,6,239,7,0,5,1,?,27,33,165,1,3052,176,0,0,0,1,0,0,0,0,1,0,0,6,1,0,0,0,2,5,2,0,0,2,5,5,0,2,TRUE,FALSE,TRUE,FALSE,FALSE
NON-SEVERE,985,0.19,8,0.47,7,60,0.03,8,142,5,1,9,0.76,0,4,1,10,0,1,4,6,5,541,7,91,7,0.190476,0,0.955556,0.5,6,33,165,1,3052,176,0,0,5,0,0,0,0,0,5,0,0,8,2,0,0,0,0,10,0,0,0,0,10,5,0,1,TRUE,FALSE,TRUE,FALSE,FALSE
MEDIUM,1030,0.28,4,0.41,8,27,0.49,7,14,3,1,17,0.31,0,6,0,7,0,6,1,1,0,43,3,3,2,0,0,0,0.142857,1,13,23,0,738,62,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,1,TRUE,FALSE,TRUE,FALSE,FALSE
NON-SEVERE,973,0.53,6,0.52,5,31,0.46,10,37,5,4,17,0.52,0,1,1,40,0,14,17,39,16,0,1,1234,46,0.239683,0,0.959936,0.921053,132,22,154,1,4151,176,0,2,14,0,0,6,16,6,0,0,10,36,4,0,0,9,0,31,38,9,0,29,2,38,0,1,TRUE,FALSE,TRUE,FALSE,FALSE
MEDIUM,916,0.59,6,0.53,6,32,0.37,3,35,5,4,18,0.27,0,6,0,7,0,6,1,1,0,43,3,3,2,0,0,0,0.142857,1,13,23,0,738,62,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,1,TRUE,FALSE,TRUE,FALSE,FALSE
MEDIUM,1087,0.72,5,0.42,3,5,0.82,4,5,5,3,10,0.1,0,54,0,105,?,14,27,51,65,?,2,1339,49,0.04601,7,0.993047,?,202,42,592,8,13290,817,0,24,6,34,1,24,25,24,40,0,1,102,1,2,0,0,0,105,16,0,0,16,89,49,0,2,TRUE,FALSE,TRUE,FALSE,FALSE
MEDIUM,896,0.41,7,0.53,6,27,0.44,6,42,7,2,16,0.51,0,0,0,1,0,0,1,1,15,63,5,38,1,1,0,0,0.066667,1,10,53,0,916,55,0,14,1,0,0,15,15,15,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,TRUE,FALSE,TRUE,FALSE,FALSE
MEDIUM,1074,0.22,3,0.55,9,31,0.48,3,40,4,4,10,0.5,0,9,0,12,0,0,1,3,10,0,1,57,1,0,0,1,0.25,3,54,179,4,2936,197,0,0,0,0,10,0,0,0,10,0,0,12,0,0,0,0,0,12,0,0,0,0,12,1,0,2,TRUE,FALSE,TRUE,FALSE,FALSE
MEDIUM,957,0.37,5,0.55,7,25,0.38,10,32,5,1,8,0.42,0,37,0,63,0,63,20,26,55,0,1,1079,56,0.311475,0,0.959531,0.289855,216,245,2644,11,73431,3557,0,13,10,32,0,16,16,16,39,0,0,56,1,6,0,0,0,63,6,0,0,6,57,25,0,1,TRUE,FALSE,TRUE,FALSE,FALSE
MEDIUM,902,0.65,7,0.47,10,29,0.44,2,20,6,1,12,0.54,0,18,1,64,17,126,50,46,22,154,3,1395,178,0.330216,0,0.955267,0.444444,335,245,2644,11,73431,3557,0,0,1,14,7,0,0,0,22,0,0,18,4,4,38,0,0,64,2,0,0,2,62,45,0,1,TRUE,FALSE,TRUE,FALSE,FALSE
MEDIUM,991,0.49,3,0.55,6,31,0.43,10,37,3,3,7,0.3,0,25,4,76,10,163,60,51,49,35,2,2147,227,0.405045,0,0.961088,0.722222,363,245,2644,11,73431,3557,0,0,1,45,3,2,2,2,47,0,0,18,0,11,47,0,0,76,0,0,0,0,76,50,0,1,TRUE,FALSE,TRUE,FALSE,FALSE
MEDIUM,929,0.7,7,0.55,3,8,0.73,8,7,6,3,17,0.16,0,8,3,42,1,26,20,34,28,67,2,1371,47,0.356275,2,0.924216,0.5,250,245,2644,11,73431,3557,0,0,0,27,1,1,1,1,27,0,0,12,1,14,15,0,0,42,2,0,0,2,40,32,0,2,TRUE,TRUE,FALSE,FALSE,FALSE
MEDIUM,1082,0.31,4,0.43,11,25,0.45,6,41,3,4,13,0.37,1,19,1,139,0,169,35,120,46,0,1,3336,133,0.468492,1,0.977158,0.833333,703,245,2644,11,73431,3557,0,1,13,28,4,3,4,3,42,0,1,101,9,21,8,1,0,138,24,0,1,24,114,108,0,12,TRUE,FALSE,FALSE,FALSE,FALSE
MEDIUM,952,0.61,5,0.54,10,30,0.45,8,19,3,2,7,0.41,0,3,4,40,?,13,20,37,18,?,1,1062,30,0.011765,4,1,?,90,27,175,3,3728,200,0,13,5,0,0,13,15,13,3,0,2,35,2,3,0,0,0,40,4,0,0,4,36,34,0,3,TRUE,FALSE,FALSE,FALSE,FALSE
NON-SEVERE,957,0.72,4,0.51,0,13,0.7,5,2,4,2,6,0.16,1,8,0,11,0,0,0,3,4,0,1,43,0,0.142857,0,0.9,0.272727,3,15,154,2,4404,202,0,0,4,0,0,0,0,0,4,0,0,11,0,0,0,0,0,11,0,0,0,0,11,0,0,3,TRUE,TRUE,FALSE,TRUE,FALSE
NON-SEVERE,983,0.72,6,0.45,3,9,0.88,4,2,4,2,16,0.16,0,0,0,1,0,0,1,1,0,6,2,8,1,1,0,0,1,2,8,20,0,147,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,1,0,TRUE,FALSE,FALSE,TRUE,FALSE
